t,n,phi,convergence,"bias.mean Cov[1,1]","bias.mean Cov[2,1]","bias.mean Cov[3,1]","bias.mean Cov[1,2]","bias.mean Cov[2,2]","bias.mean Cov[3,2]","bias.mean Cov[1,3]","bias.mean Cov[2,3]","bias.mean Cov[3,3]",bias.mean R,bias.mean mu.D,bias.mean beta,bias.mean mu.M,bias.mean phi,bias.mean sigma2,"bias.median Cov[1,1]","bias.median Cov[2,1]","bias.median Cov[3,1]","bias.median Cov[1,2]","bias.median Cov[2,2]","bias.median Cov[3,2]","bias.median Cov[1,3]","bias.median Cov[2,3]","bias.median Cov[3,3]",bias.median R,bias.median mu.D,bias.median beta,bias.median mu.M,bias.median phi,bias.median sigma2,"bias.mode Cov[1,1]","bias.mode Cov[2,1]","bias.mode Cov[3,1]","bias.mode Cov[1,2]","bias.mode Cov[2,2]","bias.mode Cov[3,2]","bias.mode Cov[1,3]","bias.mode Cov[2,3]","bias.mode Cov[3,3]",bias.mode R,bias.mode mu.D,bias.mode beta,bias.mode mu.M,bias.mode phi,bias.mode sigma2,"cover.qbp Cov[1,1]","cover.qbp Cov[2,1]","cover.qbp Cov[3,1]","cover.qbp Cov[1,2]","cover.qbp Cov[2,2]","cover.qbp Cov[3,2]","cover.qbp Cov[1,3]","cover.qbp Cov[2,3]","cover.qbp Cov[3,3]",cover.qbp R,cover.qbp mu.D,cover.qbp beta,cover.qbp mu.M,cover.qbp phi,cover.qbp sigma2," cover.hpd Cov[1,1]"," cover.hpd Cov[2,1]"," cover.hpd Cov[3,1]"," cover.hpd Cov[1,2]"," cover.hpd Cov[2,2]"," cover.hpd Cov[3,2]"," cover.hpd Cov[1,3]"," cover.hpd Cov[2,3]"," cover.hpd Cov[3,3]", cover.hpd R, cover.hpd mu.D, cover.hpd beta, cover.hpd mu.M, cover.hpd phi, cover.hpd sigma2,ci.R,ci.beta,ci.mu.M,ci.phi
33,100,3.141592654,1,0.032323168,-1.971225766,-1.97768824,-1.971225766,0.770275449,-0.291651331,-1.97768824,-0.291651331,0.231655793,0.005276654,0.004650197,-0.036222165,0.005832926,-0.001319578,-0.004613489,0.018325847,-1.95660038,-1.955862977,-1.95660038,0.73591444,-0.30551584,-1.955862977,-0.30551584,0.210331925,0.005315242,0.003700404,-0.036272735,0.00610906,-0.001302409,-0.005222084,-0.00382492,-1.912665761,-1.919330163,-1.912665761,0.673654946,-0.331516966,-1.919330163,-0.331516966,0.171809441,0.006040716,-0.010823993,-0.036419586,0.006766494,-0.001328295,-0.005714398,0.95,0.905102041,0.237755102,0.905102041,0.044897959,0.956122449,0.237755102,0.956122449,0.847959184,0.810204082,0.952040816,0.817346939,0.220408163,0.740816327,0.937755102,0.970408163,0.968367347,0.36122449,0.968367347,0.243877551,0.981632653,0.36122449,0.981632653,0.935714286,0.868367347,0.97755102,0.87244898,0.244897959,0.796938776,0.967346939,0.974489796,0.967346939,0.947959184,0.965306122
65,100,3.141592654,1,0.030449416,-1.940532822,-1.978683609,-1.940532822,0.559303318,-0.250367934,-1.978683609,-0.250367934,0.177181792,0.003158344,0.006057194,-0.022594506,0.005726596,-0.0007136,-0.001717989,0.015829102,-1.928404795,-1.957891834,-1.928404795,0.532644565,-0.263922598,-1.957891834,-0.263922598,0.159425622,0.003231719,0.005444554,-0.022612303,0.005922429,-0.000702199,-0.001897618,-0.008919219,-1.915559262,-1.925204417,-1.915559262,0.482658714,-0.288649769,-1.925204417,-0.288649769,0.129639438,0.003925878,-0.003494381,-0.022390767,0.001260453,-0.000714473,-0.000770568,0.941414141,0.919191919,0.171717172,0.919191919,0.228282828,0.951515152,0.171717172,0.951515152,0.870707071,0.735353535,0.952525253,0.718181818,0.152525253,0.602020202,0.956565657,0.975757576,0.958585859,0.271717172,0.958585859,0.474747475,0.973737374,0.271717172,0.973737374,0.949494949,0.794949495,0.976767677,0.783838384,0.16969697,0.65959596,0.976767677,0.972727273,0.962626263,0.949494949,0.949494949
17,200,3.141592654,1,0.008751561,-1.753466953,-1.947695288,-1.753466953,0.657237729,-0.349373242,-1.947695288,-0.349373242,0.174129554,0.004514961,-0.008044671,-0.047850748,-0.006502982,-0.001684411,-0.009691728,0.001971788,-1.74060612,-1.93965164,-1.74060612,0.634965964,-0.353270151,-1.93965164,-0.353270151,0.161359124,0.004520031,-0.007747588,-0.047955869,-0.006386147,-0.001624037,-0.010292578,-0.011392692,-1.702938239,-1.928689636,-1.702938239,0.594646466,-0.360498144,-1.928689636,-0.360498144,0.137473555,0.004214518,-0.010204494,-0.04799196,-0.005995406,-0.00144072,-0.012278148,0.93877551,0.885714286,0.084693878,0.885714286,0.089795918,0.901020408,0.084693878,0.901020408,0.871428571,0.884693878,0.955102041,0.871428571,0.278571429,0.818367347,0.934693878,0.966326531,0.940816327,0.137755102,0.940816327,0.301020408,0.946938776,0.137755102,0.946938776,0.941836735,0.914285714,0.97244898,0.918367347,0.31122449,0.879591837,0.956122449,0.962244898,0.962244898,0.955102041,0.960204082
33,200,3.141592654,1,0.007474966,-1.850434647,-1.962950799,-1.850434647,0.43842931,-0.270319103,-1.962950799,-0.270319103,0.110313964,0.002708454,-0.007991277,-0.036484946,-0.006482095,-0.001009113,-0.00400233,0.000892203,-1.836960273,-1.954480481,-1.836960273,0.423710146,-0.276217748,-1.954480481,-0.276217748,0.100355586,0.002670252,-0.008166269,-0.036528347,-0.00638242,-0.000983525,-0.00440423,-0.01114777,-1.795429876,-1.944862882,-1.795429876,0.396482414,-0.289585844,-1.944862882,-0.289585844,0.081541856,0.002086374,-0.018140625,-0.036679404,-0.007068439,-0.000879617,-0.00647733,0.935416667,0.823958333,0.01875,0.823958333,0.310416667,0.884375,0.01875,0.884375,0.913541667,0.79375,0.955208333,0.81875,0.20625,0.722916667,0.947916667,0.958333333,0.892708333,0.0375,0.892708333,0.50625,0.94375,0.0375,0.94375,0.971875,0.864583333,0.972916667,0.871875,0.234375,0.783333333,0.96875,0.957291667,0.961458333,0.955208333,0.954166667
65,200,3.141592654,1,0.008585475,-1.813049441,-1.983485306,-1.813049441,0.305371905,-0.236064712,-1.983485306,-0.236064712,0.084385137,0.000744653,-0.008053561,-0.020643743,-0.006841853,-0.000367685,-0.00150276,0.002080655,-1.801140155,-1.975998341,-1.801140155,0.294571847,-0.243148445,-1.975998341,-0.243148445,0.075518499,0.000738129,-0.008462059,-0.020634752,-0.006825101,-0.00035945,-0.001681418,-0.008498865,-1.769719912,-1.969755236,-1.769719912,0.274844065,-0.257592582,-1.969755236,-0.257592582,0.058162444,0.000491532,-0.022273429,-0.020318286,-0.007574573,-0.000358976,-0.002573833,0.935714286,0.766326531,0.008163265,0.766326531,0.487755102,0.871428571,0.008163265,0.871428571,0.914285714,0.720408163,0.957142857,0.758163265,0.147959184,0.608163265,0.93877551,0.964285714,0.857142857,0.017346939,0.857142857,0.667346939,0.919387755,0.017346939,0.919387755,0.958163265,0.771428571,0.975510204,0.817346939,0.166326531,0.679591837,0.96122449,0.95,0.969387755,0.953061224,0.944897959
17,500,3.141592654,1,0.004693205,-1.847875566,-1.94158412,-1.847875566,0.324661919,-0.298183837,-1.94158412,-0.298183837,0.064527725,0.00283539,-0.004983891,-0.041476016,-0.004507159,-0.0014881,-0.006725458,0.002106342,-1.843089293,-1.939699539,-1.843089293,0.316228804,-0.300535912,-1.939699539,-0.300535912,0.059317538,0.002818539,-0.005662078,-0.04147401,-0.004482669,-0.001502679,-0.006861901,-0.002206964,-1.825699623,-1.936025043,-1.825699623,0.300181533,-0.303325343,-1.936025043,-0.303325343,0.047903095,0.003001761,-0.013856227,-0.041354348,-0.00468041,-0.001500734,-0.007116369,0.942857143,0.683673469,0,0.683673469,0.434693878,0.765306122,0,0.765306122,0.93877551,0.873469388,0.96122449,0.846938776,0.25,0.78877551,0.917346939,0.970408163,0.775510204,0,0.775510204,0.618367347,0.837755102,0,0.837755102,0.968367347,0.913265306,0.984693878,0.893877551,0.293877551,0.843877551,0.946938776,0.95,0.952040816,0.958163265,0.944897959
33,500,3.141592654,1,0.004430569,-1.864835313,-1.948920452,-1.864835313,0.192521101,-0.247126163,-1.948920452,-0.247126163,0.031786758,0.001171791,-0.004991339,-0.03291431,-0.004542604,-0.000927666,-0.002443848,0.002037626,-1.857801567,-1.946112845,-1.857801567,0.186927786,-0.249544153,-1.946112845,-0.249544153,0.027886204,0.001156016,-0.006259998,-0.032958392,-0.004629087,-0.000929459,-0.00254095,-0.00029271,-1.837475246,-1.942780934,-1.837475246,0.176230628,-0.254995888,-1.942780934,-0.254995888,0.019744055,0.001162951,-0.019476166,-0.032974789,-0.005107311,-0.000845097,-0.003219979,0.948484848,0.535353535,0,0.535353535,0.652525253,0.719191919,0,0.719191919,0.948484848,0.804040404,0.960606061,0.805050505,0.201010101,0.712121212,0.936363636,0.966666667,0.644444444,0,0.644444444,0.801010101,0.798989899,0,0.798989899,0.977777778,0.870707071,0.981818182,0.862626263,0.224242424,0.791919192,0.95959596,0.952525253,0.949494949,0.956565657,0.956565657
65,500,3.141592654,1,0.00485091,-1.855109724,-1.94994029,-1.855109724,0.124436067,-0.220964911,-1.94994029,-0.220964911,0.017844495,7.37E-05,-0.005128774,-0.018624992,-0.004611318,-0.000584188,-0.00105506,0.002561719,-1.846202022,-1.946626324,-1.846202022,0.120240748,-0.223680806,-1.946626324,-0.223680806,0.014632163,6.80E-05,-0.006496723,-0.018634233,-0.004676162,-0.000588338,-0.001141668,0.002377523,-1.818836468,-1.938768638,-1.818836468,0.111728824,-0.229459713,-1.938768638,-0.229459713,0.007740374,-5.42E-06,-0.021619226,-0.018599646,-0.004783436,-0.000577167,-0.002172112,0.946,0.408,0,0.408,0.763,0.693,0,0.693,0.96,0.732,0.96,0.699,0.14,0.599,0.938,0.968,0.53,0,0.53,0.877,0.778,0,0.778,0.982,0.778,0.984,0.773,0.165,0.66,0.97,0.955,0.953,0.959,0.952
17,1000,3.141592654,1,-0.000756976,-1.902801033,-1.955182501,-1.902801033,0.184784111,-0.254206174,-1.955182501,-0.254206174,0.019170335,0.002456467,-0.002323927,-0.051466308,-0.002200166,-0.001493772,-0.00417124,-0.001837991,-1.899861519,-1.953457829,-1.899861519,0.181121795,-0.255603741,-1.953457829,-0.255603741,0.016677146,0.002429839,-0.002375667,-0.051561457,-0.002183873,-0.001498642,-0.004316151,-0.003600532,-1.890901435,-1.947810891,-1.890901435,0.173557077,-0.256364813,-1.947810891,-0.256364813,0.012096237,0.002023128,-0.003784086,-0.051550406,-0.001423086,-0.00146808,-0.004658492,0.951,0.358,0,0.358,0.651,0.65,0,0.65,0.96,0.882,0.956,0.808,0.264,0.787,0.921,0.971,0.453,0,0.453,0.791,0.742,0,0.742,0.987,0.927,0.98,0.868,0.298,0.833,0.951,0.964,0.918,0.956,0.932
33,1000,3.141592654,1,-0.000271287,-1.892336965,-1.964197771,-1.892336965,0.097664836,-0.216564271,-1.964197771,-0.216564271,0.004134846,0.001120468,-0.001439245,-0.036522019,-0.001324646,-0.001035293,-0.001335448,-0.001356299,-1.88834983,-1.962213992,-1.88834983,0.095203064,-0.217814881,-1.962213992,-0.217814881,0.002288703,0.001144063,-0.001365352,-0.036601485,-0.001346599,-0.001034191,-0.001390529,-0.002555097,-1.87412074,-1.955022934,-1.87412074,0.09038938,-0.219319788,-1.955022934,-0.219319788,-0.000392035,0.001176072,0.003375918,-0.036920101,-0.001042363,-0.000982927,-0.001403552,0.956122449,0.192857143,0,0.192857143,0.795918367,0.562244898,0,0.562244898,0.953061224,0.817346939,0.959183673,0.75,0.184693878,0.689795918,0.937755102,0.97755102,0.268367347,0,0.268367347,0.88877551,0.667346939,0,0.667346939,0.981632653,0.876530612,0.976530612,0.815306122,0.214285714,0.758163265,0.962244898,0.965306122,0.934693878,0.959183673,0.935714286
65,1000,3.141592654,1,-0.000435596,-1.897585262,-1.958721183,-1.897585262,0.057701508,-0.201743854,-1.958721183,-0.201743854,-0.004865106,0.000487442,-0.001796006,-0.023753853,-0.001675202,-0.000833709,-0.000468692,-0.001465771,-1.893935301,-1.956384913,-1.893935301,0.055670889,-0.202827532,-1.956384913,-0.202827532,-0.00645402,0.000526514,-0.001447626,-0.02376869,-0.001723035,-0.000833977,-0.000500357,-0.001613558,-1.888019214,-1.94638324,-1.888019214,0.052218935,-0.204323385,-1.94638324,-0.204323385,-0.008705872,0.000731585,0.002965225,-0.023719298,-0.002764647,-0.000846192,-0.000742644,0.952525253,0.095959596,0,0.095959596,0.876767677,0.490909091,0,0.490909091,0.952525253,0.739393939,0.960606061,0.7,0.137373737,0.598989899,0.936363636,0.974747475,0.156565657,0,0.156565657,0.928282828,0.586868687,0,0.586868687,0.972727273,0.784848485,0.978787879,0.757575758,0.158585859,0.647474747,0.968686869,0.961616162,0.94040404,0.95959596,0.93030303
